Accession,Entry,Description,CON 1,CON 2,CON 3,CON 4,CON 5,CON 6,HCM 1,HCM 2,HCM 3,HCM 4,HCM 5,HCM 6,HCM 7,HCM 8,HCM 9,HCM 10,HCM 11,CONTROL,CV,% proteome,HCM,CV,% proteome,HCM to CONTROL ratio (%),Tissue,Ome,Species
IF5AL_HUMAN,Q6IS14,Eukaryotic translation initiation factor 5A 1 like OS Homo sapiens GN EIF5AL1 PE 1 SV 2,0,0,0,0,0,0,0,0,0,0,0,0,0,42.7903,0,0,0,0,#DIV/0!,#DIV/0!,3.890027273,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
IFFO2_HUMAN,Q5TF58,Intermediate filament family orphan 2 OS Homo sapiens GN IFFO2 PE 2 SV 3,0,0,0,0,24.7109,0,0,0,0,0,0,0,0,0,0,0,0,4.118483333,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
IGHA1_HUMAN,P01876,Ig alpha 1 chain C region OS Homo sapiens GN IGHA1 PE 1 SV 2,13.8558,0,96.3772,132.3833,0,0,164.7286,0,0,24.9951,22.6497,0,0,19.8926,14.2106,7.7958,16.5317,40.43605,132.3921732,#DIV/0!,24.61855455,183.8656942,#DIV/0!,60.88268895,HEART,PROT,HUMAN
IGHA2_HUMAN,P01877,Ig alpha 2 chain C region OS Homo sapiens GN IGHA2 PE 1 SV 3,8.3927,0,0,0,0,10.5395,68.2533,0,8.1997,0,24.2877,0,0,0,0,0,0,3.155366667,142.7786634,#DIV/0!,9.158245455,218.2094624,#DIV/0!,290.2434621,HEART,PROT,HUMAN
IGHG1_HUMAN,P01857,Ig gamma 1 chain C region OS Homo sapiens GN IGHG1 PE 1 SV 1,139.7103,351.168,474.8199,620.2071,304.0875,698.6733,684.7414,343.8735,549.4064,479.9259,1055.3821,768.2213,228.6689,1279.1776,371.2805,501.4137,1239.5244,431.44435,44.04797824,#DIV/0!,681.9650636,50.82900268,#DIV/0!,158.0655915,HEART,PROT,HUMAN
IGHG2_HUMAN,P01859,Ig gamma 2 chain C region OS Homo sapiens GN IGHG2 PE 1 SV 2,142.9353,32.2522,3.6506,7.7801,45.8985,4.3646,89.1139,62.8021,0,2.1492,145.612,23.1154,3.1751,301.8068,84.3461,71.4808,103.4951,39.48021667,123.7338214,#DIV/0!,80.64513636,103.1510665,#DIV/0!,204.2672082,HEART,PROT,HUMAN
IGHG3_HUMAN,P01860,Ig gamma 3 chain C region OS Homo sapiens GN IGHG3 PE 1 SV 2,0,1.2954,125.6993,6.9383,0,44.7989,3.0977,0,0,0,0,18.8297,0,27.6962,0,0,6.7992,29.78865,153.4260815,#DIV/0!,5.129345455,175.1702704,#DIV/0!,17.21912693,HEART,PROT,HUMAN
IGHG4_HUMAN,P01861,Ig gamma 4 chain C region OS Homo sapiens GN IGHG4 PE 1 SV 1,10.0029,14.0276,35.3786,14.7241,22.8574,20.8287,31.1518,53.2726,23.5121,21.5018,45.7941,15.8378,12.1814,62.686,26.8405,4.447,18.3779,19.63655,41.99455252,#DIV/0!,28.69118182,60.11503311,#DIV/0!,146.1111133,HEART,PROT,HUMAN
IGKC_HUMAN,P01834,Ig kappa chain C region OS Homo sapiens GN IGKC PE 1 SV 1,202.5858,234.3641,351.5511,472.9347,150.3046,438.4129,413.2238,228.4903,422.6063,513.8309,654.1067,289.561,109.013,832.8583,362.6639,173.3574,904.188,308.3588667,39.16468623,#DIV/0!,445.8090545,55.59650016,#DIV/0!,144.574748,HEART,PROT,HUMAN
IGLL5_HUMAN,B9A064,Immunoglobulin lambda like polypeptide 5 OS Homo sapiens GN IGLL5 PE 2 SV 2,0,0,47.7424,0,0,0,0,0,0,0,46.8862,0,0,0,42.9541,0,0,7.957066667,223.6067977,#DIV/0!,8.1673,212.3802214,#DIV/0!,102.6420959,HEART,PROT,HUMAN
IGS21_HUMAN,Q96ID5,Immunoglobulin superfamily member 21 OS Homo sapiens GN IGSF21 PE 2 SV 1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.761,0,0,0,0,#DIV/0!,#DIV/0!,0.160090909,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
IL17B_HUMAN,Q9UHF5,Interleukin 17B OS Homo sapiens GN IL17B PE 2 SV 1,0,0,0,0,0,0,0,0,2.2945,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,0.208590909,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
IL17C_HUMAN,Q9P0M4,Interleukin 17C OS Homo sapiens GN IL17C PE 2 SV 1,0,0,0,0,0,0,0,8.327,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,0.757,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
IL17F_HUMAN,Q96PD4,Interleukin 17F OS Homo sapiens GN IL17F PE 1 SV 3,0,0,0,0,0,0,0,0,0,2.9638,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,0.269436364,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
IL1A_HUMAN,P01583,Interleukin 1 alpha OS Homo sapiens GN IL1A PE 1 SV 1,0,0,0,0,0,0,24.2514,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,2.204672727,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
IL27B_HUMAN,Q14213,Interleukin 27 subunit beta OS Homo sapiens GN EBI3 PE 1 SV 2,0,0,0,0,0,0,0,0,0,0,12.2195,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,1.110863636,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
IL29_HUMAN,Q8IU54,Interleukin 29 OS Homo sapiens GN IL29 PE 1 SV 1,0,0,0,0,0,0,0,0,0,0,0,0,0,298.4006,0,0,0,0,#DIV/0!,#DIV/0!,27.12732727,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
IL5_HUMAN,P05113,Interleukin 5 OS Homo sapiens GN IL5 PE 1 SV 1,0,0,0,0,0,0,29.3527,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,2.668427273,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
ILF3_HUMAN,Q12906,Interleukin enhancer binding factor 3 OS Homo sapiens GN ILF3 PE 1 SV 3,0,0,0,0,0,0,0,0,0,0,7.0524,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,0.641127273,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
IMA1_HUMAN,P52294,Importin subunit alpha 1 OS Homo sapiens GN KPNA1 PE 1 SV 3,0,0,0,0,0,15.7189,0,0,0,0,0,0,0,0,0,0,0,2.619816667,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
IMDH1_HUMAN,P20839,Inosine 5 monophosphate dehydrogenase 1 OS Homo sapiens GN IMPDH1 PE 1 SV 2,0,17.4971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.916183333,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
IMMT_HUMAN,Q16891,Mitochondrial inner membrane protein OS Homo sapiens GN IMMT PE 1 SV 1,60.1115,35.5506,0,19.644,35.7582,8.997,0,0,0,0,0,0,0,0,0,0,0,26.67688333,74.23012351,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
IMPA1_HUMAN,P29218,Inositol monophosphatase 1 OS Homo sapiens GN IMPA1 PE 1 SV 1,0,0,0,0,0,0,0,0,0,0,0,2.9094,0,0,0,0,0,0,#DIV/0!,#DIV/0!,0.264490909,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
IPP4_HUMAN,O14990,Putative type 1 protein phosphatase inhibitor 4 OS Homo sapiens GN PPP1R2P9 PE 5 SV 1,0,2.898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.483,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
IPSP_HUMAN,P05154,Plasma serine protease inhibitor OS Homo sapiens GN SERPINA5 PE 1 SV 3,0,0,0,0,0,0,0,0,0,2.2116,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,0.201054545,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
IQCC_HUMAN,Q4KMZ1,IQ domain containing protein C OS Homo sapiens GN IQCC PE 2 SV 2,0,9.7164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6194,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
IR3IP_HUMAN,Q9Y5U9,Immediate early response 3 interacting protein 1 OS Homo sapiens GN IER3IP1 PE 1 SV 1,0,0,0,0,0,0,0,0,0,0,0,0,0.9757,0,0,0,0,0,#DIV/0!,#DIV/0!,0.0887,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
IRK15_HUMAN,Q99712,ATP sensitive inward rectifier potassium channel 15 OS Homo sapiens GN KCNJ15 PE 1 SV 2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9535,0,0,0,0,#DIV/0!,#DIV/0!,0.177590909,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
IRK8_HUMAN,Q15842,ATP sensitive inward rectifier potassium channel 8 OS Homo sapiens GN KCNJ8 PE 1 SV 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1497,0,0,0,#DIV/0!,#DIV/0!,0.831790909,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
IRPL1_HUMAN,Q9NZN1,Interleukin 1 receptor accessory protein like 1 OS Homo sapiens GN IL1RAPL1 PE 1 SV 2,0,0,0,0,0,0,0,0,0,0,0,0,0,24.9044,0,0,0,0,#DIV/0!,#DIV/0!,2.264036364,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
IRS2_HUMAN,Q9Y4H2,Insulin receptor substrate 2 OS Homo sapiens GN IRS2 PE 1 SV 2,0,0,0,0,0,0,0,0,0,0,0,0,5.1625,0,0,0,0,0,#DIV/0!,#DIV/0!,0.469318182,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
IRX3_HUMAN,P78415,Iroquois class homeodomain protein IRX 3 OS Homo sapiens GN IRX3 PE 2 SV 3,0,0,0,0,0,0,0,0,0,0,0,1.3222,0,0,0,0,0,0,#DIV/0!,#DIV/0!,0.1202,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
ISCA2_HUMAN,Q86U28,Iron sulfur cluster assembly 2 homolog mitochondrial OS Homo sapiens GN ISCA2 PE 1 SV 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7108,0,0,0,0,#DIV/0!,#DIV/0!,0.064618182,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
ISK5_HUMAN,Q9NQ38,Serine protease inhibitor Kazal type 5 OS Homo sapiens GN SPINK5 PE 1 SV 2,0,0,0,0,0,0,0,0,0,0,12.687,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,1.153363636,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
ISOC1_HUMAN,Q96CN7,Isochorismatase domain containing protein 1 OS Homo sapiens GN ISOC1 PE 1 SV 3,0,0,0,9.4445,0,0,0,16.5953,0,25.3233,0,0,0,0,12.5415,0,0,1.574083333,223.6067977,#DIV/0!,4.950918182,172.7175438,#DIV/0!,314.5270696,HEART,PROT,HUMAN
ISOC2_HUMAN,Q96AB3,Isochorismatase domain containing protein 2 mitochondrial OS Homo sapiens GN ISOC2 PE 1 SV 1,0,0,0,0,0,0,0,0,0,29.1792,0,0,0,19.6736,0,0,0,0,#DIV/0!,#DIV/0!,4.441163636,216.9845566,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
IST1_HUMAN,P53990,IST1 homolog OS Homo sapiens GN IST1 PE 1 SV 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.2783,0,0,0,#DIV/0!,#DIV/0!,11.66166364,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
ITCH_HUMAN,Q96J02,E3 ubiquitin protein ligase Itchy homolog OS Homo sapiens GN ITCH PE 1 SV 2,0,0,0,0,0,0,0,0,0,18.0139,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,1.637627273,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
ITIH5_HUMAN,Q86UX2,Inter alpha trypsin inhibitor heavy chain H5 OS Homo sapiens GN ITIH5 PE 2 SV 2,0,0,0,13.0792,0,0,0,0,0,0,0,0,0,0,0,0,0,2.179866667,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
ITM2B_HUMAN,Q9Y287,Integral membrane protein 2B OS Homo sapiens GN ITM2B PE 1 SV 1,0,0,0,0,0,0,0,0,0,0,0,1.909,0,0,0,0,0,0,#DIV/0!,#DIV/0!,0.173545455,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
IYD1_HUMAN,Q6PHW0,Iodotyrosine dehalogenase 1 OS Homo sapiens GN IYD PE 1 SV 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1398,0,0,#DIV/0!,#DIV/0!,0.103618182,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
JKIP2_HUMAN,Q96AA8,Janus kinase and microtubule interacting protein 2 OS Homo sapiens GN JAKMIP2 PE 2 SV 1,0,0,0,0,0,0,85.1976,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,7.745236364,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
JKIP3_HUMAN,Q5VZ66,Janus kinase and microtubule interacting protein 3 OS Homo sapiens GN JAKMIP3 PE 2 SV 2,0,0,0,0,0,0,38.6011,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,3.509190909,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
K0408_HUMAN,Q6ZU52,Uncharacterized protein KIAA0408 OS Homo sapiens GN KIAA0408 PE 1 SV 1,0,0,0,0,0,0,0,0,1.4981,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,0.136190909,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
K1522_HUMAN,Q9P206,Uncharacterized protein KIAA1522 OS Homo sapiens GN KIAA1522 PE 1 SV 2,0,0,0,0,0,9.2032,0,0,0,0,0,0,0,0,0,0,0,1.533866667,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
K1751_HUMAN,Q9C0B2,Uncharacterized protein KIAA1751 OS Homo sapiens GN KIAA1751 PE 2 SV 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0357,0,#DIV/0!,#DIV/0!,1.003245455,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
K1984_HUMAN,Q5T5S1,Uncharacterized coiled coil domain containing protein KIAA1984 OS Homo sapiens GN KIAA1984 PE 2 SV 3,2.1418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.356966667,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
K1C10_HUMAN,P13645,Keratin type I cytoskeletal 10 OS Homo sapiens GN KRT10 PE 1 SV 6,6.5018,0,0,5.6853,0,5.4466,4.1707,4.7932,17.1386,0,0,0,0,0,15.6632,0,0,2.93895,100.5890714,#DIV/0!,3.796881818,162.9086425,#DIV/0!,129.19178,HEART,PROT,HUMAN
K1C13_HUMAN,P13646,Keratin type I cytoskeletal 13 OS Homo sapiens GN KRT13 PE 1 SV 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9092,0,0,#DIV/0!,#DIV/0!,0.082654545,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
K1C16_HUMAN,P08779,Keratin type I cytoskeletal 16 OS Homo sapiens GN KRT16 PE 1 SV 4,0,0,0,0,3.1015,0,0,0,0,0,0,0,0,0,0,0,0,0.516916667,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
K1C19_HUMAN,P08727,Keratin type I cytoskeletal 19 OS Homo sapiens GN KRT19 PE 1 SV 4,0,5.3099,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9654,0,0.884983333,223.6067977,#DIV/0!,0.360490909,316.227766,#DIV/0!,40.73420318,HEART,PROT,HUMAN
K1C20_HUMAN,P35900,Keratin type I cytoskeletal 20 OS Homo sapiens GN KRT20 PE 1 SV 1,0,0,0,0,3.6937,0,0,0,0,0,0,0,0,0,0,0,0,0.615616667,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
K1C25_HUMAN,Q7Z3Z0,Keratin type I cytoskeletal 25 OS Homo sapiens GN KRT25 PE 1 SV 1,0,0,0,0,0,0,0,0,7.852,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,0.713818182,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
K1C9_HUMAN,P35527,Keratin type I cytoskeletal 9 OS Homo sapiens GN KRT9 PE 1 SV 3,3.0856,3.9418,0,2.8875,11.842,10.432,0,0,0,0,0,0,0,0,5.1224,0,0,5.364816667,79.72750611,#DIV/0!,0.465672727,316.227766,#DIV/0!,8.680123781,HEART,PROT,HUMAN
K22E_HUMAN,P35908,Keratin type II cytoskeletal 2 epidermal OS Homo sapiens GN KRT2 PE 1 SV 2,1.8809,0,0,0,0,0,0,0,9.7144,0,0,0,0,0,3.189,0,0,0.313483333,223.6067977,#DIV/0!,1.173036364,243.0348458,#DIV/0!,374.194172,HEART,PROT,HUMAN
K2C1_HUMAN,P04264,Keratin type II cytoskeletal 1 OS Homo sapiens GN KRT1 PE 1 SV 6,7.1724,3.1315,0,8.9406,6.8291,6.827,0,0,12.5443,3.7782,0,0,0,0,13.9707,0,0,5.483433333,54.72049626,#DIV/0!,2.753927273,184.3075079,#DIV/0!,50.22268176,HEART,PROT,HUMAN
K2C1B_HUMAN,Q7Z794,Keratin type II cytoskeletal 1b OS Homo sapiens GN KRT77 PE 1 SV 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0097,0,0,0,#DIV/0!,#DIV/0!,0.1827,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
K2C75_HUMAN,O95678,Keratin type II cytoskeletal 75 OS Homo sapiens GN KRT75 PE 1 SV 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2162,0,0,0,#DIV/0!,#DIV/0!,0.292381818,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
K2C8_HUMAN,P05787,Keratin type II cytoskeletal 8 OS Homo sapiens GN KRT8 PE 1 SV 7,0,0,0,0,0,0,0,0,0,4.7899,0,0,0,0,12.61,0,0,0,#DIV/0!,#DIV/0!,1.581809091,236.8744007,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
K6PF_HUMAN,P08237,6 phosphofructokinase muscle type OS Homo sapiens GN PFKM PE 1 SV 2,175.2829,48.9254,72.7763,180.5212,219.5006,149.6236,16.9767,60.2083,36.1567,87.1975,108.5323,74.0938,10.8187,86.7252,9.7717,146.414,31.2415,141.105,43.01678615,#DIV/0!,60.73967273,69.59796062,#DIV/0!,43.04572675,HEART,PROT,HUMAN
K6PL_HUMAN,P17858,6 phosphofructokinase liver type OS Homo sapiens GN PFKL PE 1 SV 6,0,0,0,0,12.0127,0,0,0,0,0,0,0,0,0,0,0,0,2.002116667,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
K6PP_HUMAN,Q01813,6 phosphofructokinase type C OS Homo sapiens GN PFKP PE 1 SV 2,106.2155,0,0,36.3422,34.9455,42.9204,40.5044,0,0,12.0778,54.0255,26.1631,0,43.6776,0,29.023,0,36.73726667,96.67413137,#DIV/0!,18.67921818,105.8688675,#DIV/0!,50.84542177,HEART,PROT,HUMAN
KAD1_HUMAN,P00568,Adenylate kinase isoenzyme 1 OS Homo sapiens GN AK1 PE 1 SV 3,510.7298,197.5695,335.6624,705.1983,155.8581,391.8257,14.2646,31.9051,22.6042,390.0665,443.989,316.1855,60.2325,437.3386,53.3128,199.318,123.4181,382.8073,48.68745419,#DIV/0!,190.2395364,87.61189379,#DIV/0!,49.69590088,HEART,PROT,HUMAN
KAD2_HUMAN,P54819,Adenylate kinase 2 mitochondrial OS Homo sapiens GN AK2 PE 1 SV 2,0,0,0,8.3241,0,0,0,0,0,1.6249,0,0,0,0,11.2981,0,0,1.38735,223.6067977,#DIV/0!,1.174818182,275.3470627,#DIV/0!,84.68073535,HEART,PROT,HUMAN
KAD3_HUMAN,Q9UIJ7,GTP AMP phosphotransferase mitochondrial OS Homo sapiens GN AK3 PE 1 SV 4,75.3232,0,11.5378,82.0828,45.9153,42.2402,0,27.548,24.8494,47.3263,48.523,58.0157,60.4182,52.4843,15.2771,28.6339,10.6415,42.84988333,70.14181549,#DIV/0!,33.97430909,57.59096098,#DIV/0!,79.28681818,HEART,PROT,HUMAN
KAD4_HUMAN,P27144,Adenylate kinase isoenzyme 4 mitochondrial OS Homo sapiens GN AK4 PE 1 SV 1,19.9357,71.4734,9.7059,34.0081,11.0107,22.1483,5.9786,0,10.6795,37.8529,19.3354,11.398,15.3778,15.2661,3.7963,29.9406,16.011,28.04701667,74.91113922,#DIV/0!,15.05783636,70.19734737,#DIV/0!,53.68783619,HEART,PROT,HUMAN
KAD5_HUMAN,Q9Y6K8,Adenylate kinase isoenzyme 5 OS Homo sapiens GN AK5 PE 1 SV 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.792,0,0,#DIV/0!,#DIV/0!,0.981090909,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
KAIN_HUMAN,P29622,Kallistatin OS Homo sapiens GN SERPINA4 PE 1 SV 3,0,0,0,0,0,0,0,18.8089,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,1.7099,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
KAP0_HUMAN,P10644,cAMP dependent protein kinase type I alpha regulatory subunit OS Homo sapiens GN PRKAR1A PE 1 SV 1,8.5817,14.9552,0,57.7205,47.4921,0,36.5297,0,27.3965,36.8222,8.9568,78.7072,3.7457,0,12.5247,0,18.9559,21.45825,106.2984835,#DIV/0!,20.33079091,111.960098,#DIV/0!,94.74580131,HEART,PROT,HUMAN
KAP2_HUMAN,P13861,cAMP dependent protein kinase type II alpha regulatory subunit OS Homo sapiens GN PRKAR2A PE 1 SV 2,0,0,0,3.6769,3.7345,2.6412,0,0,0,13.7863,4.6346,0,0,0,0,0,0,1.675433333,102.2228842,#DIV/0!,1.674627273,242.0230305,#DIV/0!,99.95188943,HEART,PROT,HUMAN
KAPCA_HUMAN,P17612,cAMP dependent protein kinase catalytic subunit alpha OS Homo sapiens GN PRKACA PE 1 SV 2,7.1874,17.9266,9.291,24.5655,25.669,11.9112,0,5.611,0,28.9729,41.1306,19.8996,0,0,5.273,2.8096,21.2742,16.09178333,44.66194458,#DIV/0!,11.36099091,119.4890671,#DIV/0!,70.60119238,HEART,PROT,HUMAN
KAPCB_HUMAN,P22694,cAMP dependent protein kinase catalytic subunit beta OS Homo sapiens GN PRKACB PE 1 SV 2,3.3396,0,0,0,0,0,0,0,0,1.5821,0,0,0,0,0,0,2.6388,0.5566,223.6067977,#DIV/0!,0.383718182,220.1070572,#DIV/0!,68.93966615,HEART,PROT,HUMAN
KATL1_HUMAN,Q9BW62,Katanin p60 ATPase containing subunit A like 1 OS Homo sapiens GN KATNAL1 PE 2 SV 1,0,0,0,0,0,0,0,0,4.7699,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,0.433627273,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
KBTBA_HUMAN,O60662,Kelch repeat and BTB domain containing protein 10 OS Homo sapiens GN KBTBD10 PE 1 SV 2,0,0,0,0,0,0,0,0,20.7048,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,1.882254545,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
KBTBD_HUMAN,C9JR72,Kelch repeat and BTB domain containing protein 13 OS Homo sapiens GN KBTBD13 PE 1 SV 1,0,0,0,0,0,7.7823,0,0,0,0,7.2278,0,0,0,0,0,0,1.29705,223.6067977,#DIV/0!,0.657072727,316.227766,#DIV/0!,50.65901293,HEART,PROT,HUMAN
KCAB1_HUMAN,Q14722,Voltage gated potassium channel subunit beta 1 OS Homo sapiens GN KCNAB1 PE 2 SV 1,0,0,0,0,0,0,0,0,0,0,10.2014,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,0.9274,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
KCC2B_HUMAN,Q13554,Calcium calmodulin dependent protein kinase type II subunit beta OS Homo sapiens GN CAMK2B PE 1 SV 3,0,0,4.5378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7563,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
KCC2D_HUMAN,Q13557,Calcium calmodulin dependent protein kinase type II subunit delta OS Homo sapiens GN CAMK2D PE 1 SV,0,0,0,36.32,20.3222,0,0,0,12.7775,0,18.8423,0,0,0,0,3.6231,0,9.440366667,149.6432554,#DIV/0!,3.2039,192.5205328,#DIV/0!,33.93830042,HEART,PROT,HUMAN
KCC2G_HUMAN,Q13555,Calcium calmodulin dependent protein kinase type II subunit gamma OS Homo sapiens GN CAMK2G PE 1 SV,0,0,0,0,0,0,0,0,11.3381,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,1.030736364,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
KCD15_HUMAN,Q96SI1,BTB POZ domain containing protein KCTD15 OS Homo sapiens GN KCTD15 PE 1 SV 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9268,0,0,0,#DIV/0!,#DIV/0!,0.447890909,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
KCNE1_HUMAN,P15382,Potassium voltage gated channel subfamily E member 1 OS Homo sapiens GN KCNE1 PE 1 SV 1,0,0,0,0,0,5.5499,0,0,0,0,0,0,0,0,0,0,0,0.924983333,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
KCRB_HUMAN,P12277,Creatine kinase B type OS Homo sapiens GN CKB PE 1 SV 1,277.7614,131.4334,290.6368,337.4075,265.3585,174.1715,199.5619,134.1279,247.8159,127.2488,301.5667,268.9805,123.4876,315.4038,116.5207,110.7984,259.5165,246.1281833,28.73689395,#DIV/0!,200.4571545,38.23845472,#DIV/0!,81.44421002,HEART,PROT,HUMAN
KCRM_HUMAN,P06732,Creatine kinase M type OS Homo sapiens GN CKM PE 1 SV 2,3240.1304,2258.7277,3245.3389,3471.6548,3551.6297,3167.1017,1973.4253,2273.2701,1876.1041,2440.9362,3217.7512,2638.9296,1810.0885,2982.3034,1110.4808,1960.7966,2200.2131,3155.763867,13.4219286,#DIV/0!,2225.845355,25.15712904,#DIV/0!,70.53269663,HEART,PROT,HUMAN
KCRS_HUMAN,P17540,Creatine kinase S type mitochondrial OS Homo sapiens GN CKMT2 PE 1 SV 2,1036.4597,1031.2873,1041.2929,1297.2752,1263.8295,1164.4663,708.8956,561.4705,671.2803,873.4346,1622.4361,1050.1719,595.3496,1180.4751,346.9251,608.7571,729.2342,1139.101817,9.679657264,#DIV/0!,813.4936455,41.5650477,#DIV/0!,71.41535845,HEART,PROT,HUMAN
