Protein IDs,Protein names,Gene names,Razor + unique peptides WT_1,Razor + unique peptides WT_2,Razor + unique peptides WT_3,Razor + unique peptides WT_4,Razor + unique peptides ob_1,Razor + unique peptides ob_2,Razor + unique peptides ob_3,Razor + unique peptides ob_4,Unique peptides WT_1,Unique peptides WT_2,Unique peptides WT_3,Unique peptides WT_4,Unique peptides ob_1,Unique peptides ob_2,Unique peptides ob_3,Unique peptides ob_4,Identification type WT_1,Identification type WT_2,Identification type WT_3,Identification type WT_4,Identification type ob_1,Identification type ob_2,Identification type ob_3,Identification type ob_4,Sequence coverage WT_1 [%],Sequence coverage WT_2 [%],Sequence coverage WT_3 [%],Sequence coverage WT_4 [%],Sequence coverage ob_1 [%],Sequence coverage ob_2 [%],Sequence coverage ob_3 [%],Sequence coverage ob_4 [%],Intensity WT_1,Intensity WT_2,Intensity WT_3,Intensity WT_4,Intensity ob_1,Intensity ob_2,Intensity ob_3,Intensity ob_4
Q3TLP8;P63001;P60764;A2AC13,Ras-related C3 botulinum toxin substrate 1;Ras-related C3 botulinum toxin substrate 3,Rac1;Rac3,9,9,8,6,6,7,8,9,4,4,4,2,2,2,3,4,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,37.9,37.9,34.6,29.4,29.4,37.4,37.4,37.9,11745000000,10225000000,10114000000,2973300000,5055900000,4000600000,6788300000,11253000000
Q3TLS3,GDP-D-glucose phosphorylase 1,Gdpgp1,3,4,4,2,0,1,1,2,3,4,4,2,0,1,1,2,By MS/MS,By MS/MS,By MS/MS,By MS/MS,,By MS/MS,By MS/MS,By matching,12.7,16.8,15.8,7.8,0,4.4,4.4,8.3,238770000,306960000,242650000,182140000,0,35539000,26788000,174740000
Q3TMH2;A2AWQ9,Secernin-3,Scrn3,9,10,10,4,6,6,7,8,9,10,10,4,6,6,7,8,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,31.8,34.4,34.4,10.5,15.3,15.3,21.1,29.2,5200100000,3816900000,3953500000,1033100000,2834100000,1371000000,4194100000,4158000000
Q3TML0;Q922R8,Protein disulfide-isomerase A6,Pdia6,15,17,17,13,13,13,16,15,15,17,17,13,13,13,16,15,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,42.9,47,47,35.3,38.7,35.1,44.7,42.9,49669000000,56152000000,54260000000,20097000000,18545000000,7787600000,21458000000,27949000000
Q3TMP1,,Gtf3c3,5,4,4,3,3,4,4,8,5,4,4,3,3,4,4,8,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,8.5,6.2,6.2,5.2,5.2,6.6,6.6,13.2,175310000,119350000,95374000,65944000,79669000,124150000,73626000,132240000
Q3TMT3,,Tm4sf4,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,By MS/MS,By MS/MS,By MS/MS,,By MS/MS,By MS/MS,By matching,By matching,4.5,4.5,4.5,0,4.5,4.5,4.5,4.5,179980000,279560000,206380000,0,498500000,252230000,381640000,21715000
Q3TMX0;O08992;H3BLG5;A2AKJ5;A2AKJ9;A2AKJ6,Syntenin-1,Sdcbp,3,2,3,2,2,2,1,1,3,2,3,2,2,2,1,1,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,10.4,7,10.4,6.7,6.7,6.7,3.4,3.4,113700000,87986000,114330000,46453000,61882000,37819000,34213000,41997000
Q3TNA1,Xylulose kinase,Xylb,12,14,14,12,12,11,14,13,12,14,14,12,12,11,14,13,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,27.6,32.5,32.5,27.6,27.6,24.5,33.8,30.9,12810000000,15059000000,14878000000,5672100000,11334000000,6156500000,12196000000,14745000000
Q3TNN4;Q3TMC4;Q8BGF9,Solute carrier family 25 member 44,Slc25a44,3,2,3,3,3,2,2,2,3,2,3,3,3,2,2,2,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,14.5,10.5,14.5,18.9,18.9,9.2,9.2,10.5,253930000,203380000,362540000,109870000,80500000,146670000,344900000,134730000
Q3TPE9;Q3TPE9-2,Ankyrin repeat and MYND domain-containing protein 2,Ankmy2,3,2,3,2,2,2,3,3,3,2,3,2,2,2,3,3,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,8.6,6.1,8.6,4.3,4.3,7,8.6,8.6,77319000,88696000,91714000,21929000,89275000,26194000,88672000,147700000
Q3TPX4;E9PZ92;E0CYX2,Exocyst complex component 5,Exoc5,10,11,12,8,5,4,10,11,10,11,12,8,5,4,10,11,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,15.5,18.6,19.9,10.2,6.9,5.2,16.2,17.2,853760000,815960000,947930000,326200000,350920000,263020000,795260000,769350000
Q3TQ29;Q3UR91;Q80U58-2;Q80U58-3;Q80U58;E9Q4Q6;E9PW51;E9Q765;F6YD01,Pumilio homolog 2,Pum2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,1,By matching,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,5.2,3.8,5.4,5.5,3.4,4.3,4.1,4.4,52554000,36600000,41053000,59168000,16905000,40016000,51416000,56183000
Q3TQB2;Q3TQB2-2;F6UAF9;D6RG85;D3Z5V7,FAD-dependent oxidoreductase domain-containing protein 1,Foxred1,2,3,3,3,4,4,2,3,2,3,3,3,4,4,2,3,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,4.1,5.7,5.7,5.7,7.6,8.2,3.7,6.6,214470000,192740000,210540000,101230000,228450000,75261000,122770000,227230000
Q3TQC7;Q9WUZ9,Ectonucleoside triphosphate diphosphohydrolase 5,Entpd5,16,15,16,13,12,9,16,17,16,15,16,13,12,9,16,17,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,47.8,45.4,47.8,32.1,29,23.2,47.8,47.8,10231000000,11305000000,12251000000,2795600000,11034000000,8543300000,21522000000,41017000000
Q3TQI7,Uncharacterized protein C9orf78 homolog,,4,4,5,2,3,1,3,4,4,4,5,2,3,1,3,4,By MS/MS,By MS/MS,By MS/MS,By matching,By matching,By matching,By MS/MS,By MS/MS,12.8,13.5,16.6,5.5,8.7,3.1,10.4,14.2,282750000,298580000,370950000,63819000,123190000,48247000,1317200000,191170000
Q3TR20;A0A0R4J0Q9;Q3UM29,Conserved oligomeric Golgi complex subunit 7,Cog7,8,9,9,6,7,4,6,9,8,9,9,6,7,4,6,9,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,14.3,15.5,15.3,8.5,10,5.7,9.6,15.7,469190000,403500000,520580000,176650000,270180000,196130000,355160000,530920000
Q3TRM8;E9Q3Z4;E9Q8S8;D6RFA3;D3Z2E4,Hexokinase-3;Hexokinase,Hk3,4,8,9,4,5,4,3,9,4,8,9,4,5,4,3,9,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,6.1,12.3,14.2,6,10.4,7.9,6,16.2,133010000,342920000,331520000,264820000,325410000,113440000,141610000,472640000
Q3TSG4,RNA demethylase ALKBH5,Alkbh5,5,5,5,3,4,1,2,4,5,5,5,3,4,1,2,4,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,14.4,14.4,14.4,8.1,12.7,4.6,6.8,11.6,455560000,422060000,475320000,166800000,204980000,27646000,114630000,319270000
Q3TT38;B2KF52;B2KF54,Uncharacterized protein C6orf106 homolog,D17Wsu92e,3,3,4,2,3,4,3,3,3,3,4,2,3,4,3,3,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,10.7,15.1,18.2,12,15.8,18.9,15.1,15.1,109270000,172390000,263960000,138200000,120270000,95244000,158980000,177290000
Q3TTF2;Q9QZ49,UBX domain-containing protein 8,Ubxn8,2,2,2,1,0,0,1,2,2,2,2,1,0,0,1,2,By MS/MS,By MS/MS,By MS/MS,By matching,,,By MS/MS,By matching,6.5,6.5,6.5,3.6,0,0,2.9,6.5,33272000,69427000,65958000,21748000,0,0,12931000,67381000
Q3TTF6;H3BKU1;G3UWS4;Q7TNP2;H3BLQ0;H3BLE7;H3BIV7,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform,Ppp2r1b,5,6,6,4,4,4,4,5,5,6,6,4,4,4,4,5,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,21.4,23.1,18.4,8.2,8.5,8.1,19.8,20.4,490330000,457540000,513360000,170670000,331860000,179200000,315710000,372390000
Q3TTL0,Uncharacterized protein C3orf38 homolog,,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,By matching,By MS/MS,By MS/MS,By matching,By matching,By matching,,By matching,3.4,3.4,3.4,3.4,3.4,3.4,0,3.4,25732000,16143000,0,10596000,20379000,7747800,0,13407000
Q3TU36,,Rap1gds1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,By matching,By matching,By matching,By matching,By MS/MS,By matching,By MS/MS,By MS/MS,22.1,22.8,22.6,12.9,24.1,15.3,25.9,30.9,0,0,0,0,9178500,0,15225000,0
Q3TUE1;A0A0G2JGW9;A0A0G2JFY5;Q3UUU2;Q91WJ8;A0A0G2JG00;Q91WJ8-2;A0A0G2JFK2;A0A0G2JG96;A0A0G2JGV9,Far upstream element-binding protein 1,Fubp1,15,14,15,15,11,14,15,13,15,14,15,15,11,14,15,13,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,34.3,36.6,37.7,35.7,27.7,33.2,30.2,36.1,2410900000,2801200000,2752000000,2544400000,1821400000,1559400000,2353800000,2436300000
Q3TUQ5;O35691;A0A1W2P6S1,Pinin,Pnn,20,21,21,17,13,10,15,19,20,21,21,17,13,10,15,19,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,31.3,34,34,25.6,18,12.9,28,31.8,3578300000,3829600000,4262300000,1216700000,1101400000,810250000,1525100000,2216000000
Q3TV70;A0A1D5RLT0,Nuclear receptor 2C2-associated protein,Nr2c2ap,2,2,2,1,1,0,0,0,2,2,2,1,1,0,0,0,By MS/MS,By matching,By MS/MS,By matching,By matching,,,,27.1,27.1,27.1,8.6,8.6,0,0,0,104830000,190370000,151070000,33074000,69760000,0,0,0
Q3TVF4;P53612;A0A0G2JG79;A0A0G2JDK3;A0A0G2JGU4;Q9JIF6;Q6PFA1;A0A0G2JF29,Geranylgeranyl transferase type-2 subunit beta,Rabggtb,5,4,5,3,4,3,4,4,5,4,5,3,4,3,4,4,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,16,12.1,16,10.6,12.7,10,13,13,728780000,619180000,675910000,364470000,247840000,310370000,758090000,519520000
Q3TW27;Q922L6,Negative elongation factor D,Nelfcd,2,3,3,1,1,0,1,3,2,3,3,1,1,0,1,3,By MS/MS,By MS/MS,By MS/MS,By matching,By MS/MS,,By MS/MS,By MS/MS,4.9,6.4,6.4,2.3,2.3,0,2.6,6.4,79236000,65541000,70488000,9398300,39833000,0,30200000,74012000
Q3TW96;Q3TW96-2,UDP-N-acetylhexosamine pyrophosphorylase-like protein 1,Uap1l1,9,11,10,8,12,12,13,13,9,11,10,8,11,11,12,12,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,20.3,26.8,25.2,18.9,23.9,23.9,32.7,30.8,692660000,899270000,1228400000,588340000,3882300000,3051700000,2059500000,4048400000
Q3TWI9;D3YYJ8;D3YY83;D3Z2D8;D3YXV7;D3Z0P2,CSC1-like protein 2,Tmem63b,2,3,3,2,1,2,2,1,2,3,3,2,1,2,2,1,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By matching,4.1,5.6,5.6,4.6,1.6,2.6,4.6,3,211420000,117520000,92412000,35560000,41037000,46343000,86877000,112760000
Q3TWL5;A0A0N4SW06;Q91WI7;Q91WI7-2,Integrin-alpha FG-GAP repeat-containing protein 2,Itfg2,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,,,,By MS/MS,By MS/MS,By MS/MS,,,0,0,0,4.5,4.5,4.5,0,0,0,0,0,23024000,0,15868000,0,0
Q3TWV4;P84091,AP-2 complex subunit mu,Ap2m1,16,18,16,9,12,9,16,17,16,18,16,9,12,9,16,17,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,36.3,40,34.9,19.2,28.4,19.2,36.7,40.6,10438000000,13230000000,12450000000,5548800000,9686300000,4164800000,6637500000,9308100000
Q3TWW8;A0A0A6YXX6,Serine/arginine-rich splicing factor 6,Srsf6,3,5,5,3,1,0,3,3,3,5,5,3,1,0,3,3,By matching,By MS/MS,By MS/MS,By MS/MS,By matching,By matching,By MS/MS,By MS/MS,12.1,19.8,21.8,15.6,10.3,5.6,14.7,17.1,629950000,791450000,877130000,565880000,44613000,0,522840000,715550000
Q3TXE3;E9QJS1;Q9R117;A0A1L1SVI6,Tyrosine-protein kinase;Non-receptor tyrosine-protein kinase TYK2,Tyk2,4,3,3,3,3,4,2,5,4,3,3,3,3,4,2,5,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By matching,By MS/MS,5.2,4.6,4.6,3,3,3.4,2.9,6.2,99830000,76616000,84009000,54556000,55081000,73935000,71635000,126130000
Q3TXR6;Q8C0L6-2;Q8C0L6;A0A1B0GRJ2,Peroxisomal N(1)-acetyl-spermine/spermidine oxidase,Paox,2,2,2,1,1,1,2,2,2,2,2,1,1,1,2,2,By MS/MS,By matching,By MS/MS,By matching,By matching,By matching,By MS/MS,By MS/MS,9.1,9.1,9.1,4,4,4,9.1,9.1,100920000,110870000,138840000,12846000,20412000,23695000,77384000,73779000
Q3TXS7;J3QN38;D6RGR5,26S proteasome non-ATPase regulatory subunit 1,Psmd1,35,32,36,25,30,27,35,34,35,32,36,25,30,27,35,34,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,45.8,42.5,46.6,33.9,39.2,34.7,44,46.5,22067000000,21187000000,24698000000,11610000000,15534000000,12947000000,19553000000,24124000000
Q3TXT3;Z4YLT1;Q3TXT3-2,SOSS complex subunit C,Inip,0,2,1,0,1,1,0,1,0,2,1,0,1,1,0,1,,By MS/MS,By matching,,By MS/MS,By MS/MS,,By matching,0,26.9,11.5,0,11.5,11.5,0,15.4,0,63255000,16379000,0,17848000,6795800,0,27605000
Q3TYA4;Q8R3T5;B8JJ84;D6RJ81,Syntaxin-binding protein 6,Stxbp6,3,3,4,2,1,1,1,2,3,3,4,2,1,1,1,2,By matching,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By matching,By matching,By MS/MS,18.6,19,27.1,10.5,5.7,5.7,5.7,13.8,106910000,147820000,181670000,122380000,88685000,89857000,59975000,84059000
Q3TYA6,M-phase phosphoprotein 8,Mphosph8,2,0,1,5,4,3,2,1,2,0,1,5,4,3,2,1,By matching,,By matching,By MS/MS,By MS/MS,By matching,By matching,By MS/MS,2.2,0,0.9,5.8,4.3,3.7,2,1.5,22984000,0,12551000,100910000,43803000,62892000,34944000,35352000
Q3TYD4-2;Q3TYD4,Arylsulfatase G,Arsg,1,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,By MS/MS,,,By matching,By MS/MS,,By matching,By MS/MS,4.5,0,0,4.5,4.5,0,4.5,4.5,13774000,0,0,7537700,19828000,0,14019000,16791000
Q3TYD6,Serine/threonine-protein kinase LMTK2,Lmtk2,2,2,1,2,1,2,0,0,2,2,1,2,1,2,0,0,By matching,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,,,2.4,2.4,0.7,2.7,1.1,2,0,0,44286000,32275000,19677000,18528000,0,44475000,0,0
Q3TYS2;X1WI15;A0A0A0MQK0,Uncharacterized protein C17orf62 homolog,BC017643,2,2,2,1,1,1,1,1,2,2,2,1,1,1,1,1,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,10.7,10.7,10.7,5.9,5.9,5.9,5.9,5.9,226200000,307670000,320920000,87918000,181370000,188350000,62361000,132760000
Q3TYU0;P27656,Hepatic triacylglycerol lipase,Lipc,4,4,3,1,2,1,2,3,4,4,3,1,2,1,2,3,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,16.7,14.4,12.7,4.5,8.5,4.5,6.6,8.2,177270000,142730000,195490000,23283000,56893000,5804400,60064000,53320000
Q3TYX3,SET and MYND domain-containing protein 5,Smyd5,3,3,3,1,1,2,3,4,3,3,3,1,1,2,3,4,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,8.2,10.1,8.2,2.6,2.6,5.3,8.2,13,321270000,299860000,506610000,299730000,304430000,59631000,121510000,357330000
Q3TZ02;A2A517;Q9QX11-2;Q9QX11;B1AQE4,Cytohesin-1,Cyth1,2,2,1,1,2,0,4,2,2,1,1,1,1,0,3,1,By matching,By MS/MS,By MS/MS,By MS/MS,By MS/MS,,By MS/MS,By MS/MS,8.5,7.5,5,3.5,6,0,13.8,7.5,93234000,97355000,95414000,11561000,34574000,0,159850000,130400000
Q3TZM9-3;Q3TZM9-2;Q3TZM9;F6R220,"GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase",Alg11,3,4,4,1,1,1,3,1,3,4,4,1,1,1,3,1,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,14.6,16.8,16.8,4.3,4.3,4.3,9.1,4.3,134020000,186110000,177230000,55485000,39197000,25059000,92013000,33548000
Q3TZX3,Solute carrier family 25 member 33,Slc25a33,2,2,2,1,0,1,1,1,2,2,2,1,0,1,1,1,By MS/MS,By MS/MS,By MS/MS,By MS/MS,,By matching,By MS/MS,By MS/MS,6.2,6.2,6.2,4.1,0,2.2,2.2,2.2,118480000,101150000,125380000,20673000,0,34078000,57282000,41691000
Q3TZX8-3;Q3TZX8-2;Q3TZX8;A0A0U1RPV7,Polynucleotide 5-hydroxyl-kinase NOL9,Nol9,1,2,1,1,0,3,1,0,1,2,1,1,0,3,1,0,By matching,By MS/MS,By MS/MS,By MS/MS,,By MS/MS,By matching,,1.3,4.3,3,1.3,0,6.2,1.3,0,65793000,125440000,69840000,36510000,0,131860000,65470000,0
Q3TZZ7;Q3TZZ7-2;A0A1Y7VM39;A0A1Y7VNA1,Extended synaptotagmin-2,Esyt2,17,16,17,13,9,8,13,20,17,16,17,13,9,8,13,20,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,27,26.7,27.6,17.3,11.7,12.2,19.6,33.6,1113400000,1291700000,1630400000,510200000,753520000,620600000,1102100000,2178900000
Q3U0B3;F2Z445,Dehydrogenase/reductase SDR family member 11,Dhrs11,8,7,7,7,6,7,7,7,8,7,7,7,6,7,7,7,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,34.6,30,30,30,26.2,30,30,30,1999400000,2123500000,2223200000,487500000,997660000,595770000,1007000000,2212300000
Q3U0I9;Q8CFD4;A0A0G2JEQ9;A0A0G2JDT3;A0A0G2JDJ6,Sorting nexin-8,Snx8,1,1,3,3,2,2,2,1,1,1,3,3,2,2,2,1,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,2.7,2.7,7.8,8.5,6.1,5.8,5.8,2.7,0,0,135910000,78973000,25085000,54420000,40771000,0
Q3U0J8;A0A087WRL5,TBC1 domain family member 2B,Tbc1d2b,5,1,4,2,1,0,2,4,5,1,4,2,1,0,2,4,By MS/MS,By matching,By MS/MS,By MS/MS,By MS/MS,,By MS/MS,By MS/MS,6.8,1.7,5.9,1.9,1.9,0,2.6,5.4,1396000000,21763000,778020000,6079600,36026000,0,14506000,496280000
Q3U0M1-2;Q3U0M1;Q3U0M1-3;E9PZ41;E9Q3T8;Q3U0M1-4;Q3U0M1-5,Trafficking protein particle complex subunit 9,Trappc9,5,6,6,2,5,3,4,4,5,6,6,2,5,3,4,4,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,4.4,5.6,5.3,2.1,5.4,2.8,4.1,4.1,84088000,157590000,147580000,56887000,90201000,45355000,131940000,116910000
Q3U0S6,Ras-interacting protein 1,Rasip1,4,7,7,4,4,3,4,3,4,7,7,4,4,3,4,3,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,6.6,11.6,11.8,6.6,6.6,5.8,6.6,5.8,354680000,261190000,494290000,239090000,345940000,154040000,264920000,314870000
Q3U0V1;A0A0G2JE55,Far upstream element-binding protein 2,Khsrp,29,28,29,23,23,22,21,24,26,24,25,20,19,18,20,20,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,60,49.2,58,45.5,46.1,44.9,45.6,45.7,11420000000,9944400000,11560000000,5261500000,8166100000,5419100000,5487400000,7315400000
Q3U0V2;D6RCI0,Tumor necrosis factor receptor type 1-associated DEATH domain protein,Tradd,6,7,6,5,7,6,6,7,6,7,6,5,7,6,6,7,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,29.4,38.4,33.5,30.6,38.4,33.5,34.8,38.7,480910000,589870000,464750000,173640000,602640000,296260000,576210000,594190000
Q3U125;Q9CYH2;D3Z252;D3YYG8;D3Z398;D3Z0A8;D3YWL4;D3Z143,Redox-regulatory protein FAM213A,Fam213a,9,9,8,6,7,4,7,10,9,9,8,6,7,4,7,10,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,38,34.9,34.5,26.6,31.4,17.9,29.7,34.9,3756000000,3013300000,4203200000,893580000,1498400000,891120000,2043100000,4646300000
Q3U182;V9GXK6,CREB-regulated transcription coactivator 2,Crtc2,3,3,3,1,2,1,2,3,3,3,3,1,2,1,2,3,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,6.9,6.9,6.9,2.9,4.6,2.9,5.2,6.9,61585000,75818000,81758000,14602000,29421000,0,43181000,66255000
Q3U186;A2AT41,"Probable arginine--tRNA ligase, mitochondrial",Rars2,9,9,8,7,7,5,8,8,9,9,8,7,7,5,8,8,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,18.9,18.5,15.7,13.8,14.4,9.7,17.5,16.4,662790000,763990000,662660000,519280000,583450000,316100000,554910000,698920000
Q3U1C4;Q8BYU9,,Secisbp2,5,5,4,4,3,3,3,4,5,5,4,4,3,3,3,4,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,9.6,9.6,8.6,6.1,4.2,4.8,4.8,7.3,288450000,343380000,224000000,123840000,141130000,202650000,159210000,353360000
Q3U1F9,Phosphoprotein associated with glycosphingolipid-enriched microdomains 1,Pag1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,,,,,By MS/MS,,,,0,0,0,0,6.8,0,0,0,0,0,0,0,50932000,0,0,0
Q3U1J4,DNA damage-binding protein 1,Ddb1,32,30,32,26,27,26,30,34,32,30,32,26,27,26,30,34,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,33.1,32.5,33.6,22.9,27.7,25.4,29.1,33.3,11610000000,11946000000,14458000000,7082500000,10080000000,5753300000,11082000000,16492000000
Q3U1M7;A2A485,,Zmynd8,2,4,4,4,2,2,0,3,0,0,0,1,1,0,0,0,By matching,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,,By MS/MS,3,6.8,7.3,5.5,2,3.8,0,6.1,35200000,134800000,105090000,36280000,61069000,34780000,0,74140000
Q3U1U4;E9Q604;G5E8F1;E9Q5K8;P05555;A0A0R4J1B4;P05555-2,Integrin alpha-M,Itgam,0,3,2,0,0,0,2,2,0,3,2,0,0,0,2,2,By matching,By MS/MS,By matching,,,,By MS/MS,By MS/MS,0.6,3.5,2.6,0,0,0,2,2.6,0,85607000,32804000,0,0,0,31747000,32371000
Q3U1V6;Q3U1V6-2;A0A140LHE8;A0A1B0GSG9,Ubiquitin-conjugating enzyme E2 variant 3,Uevld,5,6,6,4,4,4,6,6,5,6,6,4,4,4,6,6,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,16.6,19.1,19.1,9.6,10.2,8.9,14.4,15.5,299440000,314920000,464600000,103940000,310530000,105730000,193560000,513540000
Q3U1Z5-2;Q3U1Z5,G-protein-signaling modulator 3,Gpsm3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,By matching,By matching,By matching,By MS/MS,By matching,By MS/MS,By matching,By MS/MS,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,26372000,27692000,40393000,21450000,28560000,21906000,25404000,31592000
Q3U269;B1AWH2;B1AWH1;E0CZ46,Thiosulfate sulfurtransferase/rhodanese-like domain-containing protein 2,Tstd2,0,0,0,0,2,1,2,0,0,0,0,0,2,1,2,0,,,,,By MS/MS,By MS/MS,By MS/MS,,0,0,0,0,5.9,2.2,4.6,0,0,0,0,0,24264000,16413000,71651000,0
Q3U276,"Succinate dehydrogenase assembly factor 1, mitochondrial",Sdhaf1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By matching,By MS/MS,By MS/MS,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,107880000,97701000,140520000,184800000,167910000,142740000,171120000,91528000
Q3U2A8;F6YJY2;F7A8L1;F6Z939;E9PWQ5,"Valine--tRNA ligase, mitochondrial",Vars2,10,8,12,4,5,3,7,11,10,8,12,4,5,3,7,11,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,14.2,11,16.7,5.4,5.6,3.1,8.4,15,876670000,802190000,982560000,335830000,408110000,174150000,648360000,1032900000
Q3U2C5;Q3U2C5-2;A0A0A6YWR9,E3 ubiquitin-protein ligase RNF149,Rnf149,2,3,2,2,2,1,2,2,2,3,2,2,2,1,2,2,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,9.4,12.2,9.4,9.4,9.4,3.3,5.8,9.4,134670000,162730000,118470000,138560000,166850000,63432000,60832000,43248000
